G2	G1	0.023832107411236165
G3	G1	0.02529104990970431
G4	G1	0.042107790857525675
G5	G1	0.022624402273669453
G6	G1	0.0017975641609797397
G7	G1	0.021239145670778465
G8	G1	0.03507626048460794
G9	G1	0.053286760060549034
G10	G1	0.043654555755057826
G1	G2	0.007997015080258572
G3	G2	0.024202437719401528
G4	G2	0.1568437533937054
G5	G2	0.016895275921368618
G6	G2	0.01602426336404365
G7	G2	0.054250061779806374
G8	G2	0.014489715510605815
G9	G2	0.15213091180289015
G10	G2	0.019114703401598807
G1	G3	0.027762635011120106
G2	G3	0.0189825921374029
G4	G3	0.020055949641865807
G5	G3	0.025017996818289825
G6	G3	0.012598346853973345
G7	G3	0.012071137750147426
G8	G3	0.02957154728793776
G9	G3	0.002137129963840532
G10	G3	0.0648961036854418
G1	G4	0.008845930808696818
G2	G4	0.009760939028695344
G3	G4	0.5487869240599729
G5	G4	0.03477624466295725
G6	G4	0.02663306262738181
G7	G4	0.019852356351426115
G8	G4	0.03611147950200582
G9	G4	0.01061476261017413
G10	G4	0.03867407661184169
G1	G5	0.01229580534777755
G2	G5	0.01033923223057442
G3	G5	0.014272122460831024
G4	G5	0.0061911808450970576
G6	G5	0.008728643743518089
G7	G5	0.14219244318966423
G8	G5	0.0
G9	G5	0.0
G10	G5	0.009494463835770902
G1	G6	0.001976162940215492
G2	G6	0.014159788386398356
G3	G6	0.014566310926323715
G4	G6	0.00923351802711481
G5	G6	0.03329285656252335
G7	G6	0.012613443699648157
G8	G6	0.009934268769718996
G9	G6	0.02332245736153944
G10	G6	0.008809406610730946
G1	G7	0.005712468374089375
G2	G7	0.0053197085502627445
G3	G7	0.0020902539447532342
G4	G7	0.00569789452503159
G5	G7	0.028169911155172984
G6	G7	0.012089955709913862
G8	G7	0.12305715755419319
G9	G7	0.0005455993030822384
G10	G7	0.0
G1	G8	0.018060195863112766
G2	G8	0.007597641648929889
G3	G8	0.01731814586995288
G4	G8	0.009988986103146342
G5	G8	0.04875189432608377
G6	G8	0.03979720885825205
G7	G8	0.020187054818865846
G9	G8	0.08472566034510672
G10	G8	0.06285844134828057
G1	G9	0.004351192028929635
G2	G9	0.015471106451380006
G3	G9	0.03845318686448377
G4	G9	0.03032789136499279
G5	G9	0.006329798787498497
G6	G9	0.015438702917348897
G7	G9	0.01387125380539138
G8	G9	0.06332394237345117
G10	G9	0.012682012100062937
G1	G10	0.03319360795378796
G2	G10	0.016353689525466814
G3	G10	0.01905681705486548
G4	G10	0.029255448021249675
G5	G10	0.012974449244328355
G6	G10	0.057044958687250374
G7	G10	0.014222049658428756
G8	G10	0.013232034833942568
G9	G10	0.007905612276653382
